1611,453,_sku,
1612,453,_price,20.00
1613,453,_sale_price,
1614,453,_weight,
1615,453,_length,
1616,453,_width,
1617,453,_height,
1618,453,_stock,
1619,453,_thumbnail_id,457
1620,453,_virtual,no
1621,453,_downloadable,no
1622,453,_download_limit,
1623,453,_file_path,
2210,453,attribute_pa_size,large
1625,454,_sku,
1626,454,_price,15
1627,454,_sale_price,
1628,454,_weight,
1629,454,_length,
1630,454,_width,
1631,454,_height,
1632,454,_stock,0
1633,454,_thumbnail_id,0
1634,454,_virtual,no
1635,454,_downloadable,no
1636,454,_download_limit,
1637,454,_file_path,
2209,454,attribute_pa_size,medium
1639,455,_sku,
1640,455,_price,10
1641,455,_sale_price,8
1642,455,_weight,
1643,455,_length,
1644,455,_width,
1645,455,_height,
1646,455,_stock,
1647,455,_thumbnail_id,0
1648,455,_virtual,no
1649,455,_downloadable,no
1650,455,_download_limit,
1651,455,_file_path,
2208,455,attribute_pa_size,small
1653,456,_sku,
1654,456,_price,
1655,456,_sale_price,
1656,456,_weight,
1657,456,_length,
1658,456,_width,
1659,456,_height,
1660,456,_stock,
1661,456,_thumbnail_id,0
1662,456,_virtual,no
1663,456,_downloadable,no
1664,456,_download_limit,
1665,456,_file_path,
2211,456,attribute_pa_size,x-large
3702,694,_sku,
3703,694,_price,35
3704,694,_sale_price,
3705,694,_weight,
3706,694,_length,
3707,694,_width,
3708,694,_height,
3709,694,_stock,
3710,694,_thumbnail_id,0
3711,694,_virtual,no
3712,694,_downloadable,no
3713,694,_download_limit,
3714,694,_file_path,
43666,694,attribute_pa_size,large
3716,695,_sku,
3717,695,_price,35
3718,695,_sale_price,
3719,695,_weight,
3720,695,_length,
3721,695,_width,
3722,695,_height,
3723,695,_stock,
3724,695,_thumbnail_id,0
3725,695,_virtual,no
3726,695,_downloadable,no
3727,695,_download_limit,
3728,695,_file_path,
43667,695,attribute_pa_size,medium
3730,696,_sku,
3731,696,_price,35
3732,696,_sale_price,
3733,696,_weight,
3734,696,_length,
3735,696,_width,
3736,696,_height,
3737,696,_stock,
3738,696,_thumbnail_id,0
3739,696,_virtual,no
3740,696,_downloadable,no
3741,696,_download_limit,
3742,696,_file_path,
43668,696,attribute_pa_size,small
3744,697,_sku,
3745,697,_price,35
3746,697,_sale_price,
3747,697,_weight,
3748,697,_length,
3749,697,_width,
3750,697,_height,
3751,697,_stock,
3752,697,_thumbnail_id,0
3753,697,_virtual,no
3754,697,_downloadable,no
3755,697,_download_limit,
3756,697,_file_path,
43665,697,attribute_pa_size,x-large
4514,766,_sku,
4515,766,_price,25
4516,766,_sale_price,
4517,766,_weight,
4518,766,_length,
4519,766,_width,
4520,766,_height,
4521,766,_stock,0
4522,766,_thumbnail_id,0
4523,766,_virtual,no
4524,766,_downloadable,no
4525,766,_download_limit,
4526,766,_file_path,
27945,766,attribute_pa_size,large
4528,767,_sku,
4529,767,_price,25
4530,767,_sale_price,
4531,767,_weight,
4532,767,_length,
4533,767,_width,
4534,767,_height,
4535,767,_stock,1
4536,767,_thumbnail_id,0
4537,767,_virtual,no
4538,767,_downloadable,no
4539,767,_download_limit,
4540,767,_file_path,
27946,767,attribute_pa_size,medium
4472,768,_sku,
4473,768,_price,25
4474,768,_sale_price,
4475,768,_weight,
4476,768,_length,
4477,768,_width,
4478,768,_height,
4479,768,_stock,5
4480,768,_thumbnail_id,0
4481,768,_virtual,no
4482,768,_downloadable,no
4483,768,_download_limit,
4484,768,_file_path,
27947,768,attribute_pa_size,small
4486,769,_sku,
4487,769,_price,25
4488,769,_sale_price,
4489,769,_weight,
4490,769,_length,
4491,769,_width,
4492,769,_height,
4493,769,_stock,3
4494,769,_thumbnail_id,0
4495,769,_virtual,no
4496,769,_downloadable,no
4497,769,_download_limit,
4498,769,_file_path,
27944,769,attribute_pa_size,x-large
4500,770,_sku,
4501,770,_price,25
4502,770,_sale_price,
4503,770,_weight,
4504,770,_length,
4505,770,_width,
4506,770,_height,
4507,770,_stock,2
4508,770,_thumbnail_id,0
4509,770,_virtual,no
4510,770,_downloadable,no
4511,770,_download_limit,
4512,770,_file_path,
