1,20,order_pa_size,9
2,21,order_pa_size,10
3,22,order_pa_size,11
4,23,order_pa_size,12
6,25,order,17
7,25,thumbnail_id,
8,26,order,16
9,26,thumbnail_id,
10,27,order,1
11,6,order,2
12,1,order,3
13,28,order_pa_bracelet-sizes,1
14,29,order_pa_bracelet-sizes,2
15,30,order_pa_bracelet-sizes,3
16,31,order_pa_bracelet-sizes,4
17,28,pa_bracelet-sizes_swatches_id_type,color
18,28,pa_bracelet-sizes_swatches_id_photo,
19,28,pa_bracelet-sizes_swatches_id_color,#FFFFFF
20,29,pa_bracelet-sizes_swatches_id_type,color
21,29,pa_bracelet-sizes_swatches_id_photo,
22,29,pa_bracelet-sizes_swatches_id_color,#FFFFFF
23,30,pa_bracelet-sizes_swatches_id_type,color
24,30,pa_bracelet-sizes_swatches_id_photo,
25,30,pa_bracelet-sizes_swatches_id_color,#FFFFFF
26,31,pa_bracelet-sizes_swatches_id_type,color
27,31,pa_bracelet-sizes_swatches_id_photo,
28,31,pa_bracelet-sizes_swatches_id_color,#FFFFFF
29,20,pa_size_swatches_id_type,color
30,20,pa_size_swatches_id_photo,
31,20,pa_size_swatches_id_color,#FFFFFF
32,21,pa_size_swatches_id_type,color
33,21,pa_size_swatches_id_photo,
34,21,pa_size_swatches_id_color,#FFFFFF
35,22,pa_size_swatches_id_type,color
36,22,pa_size_swatches_id_photo,
37,22,pa_size_swatches_id_color,#FFFFFF
38,23,pa_size_swatches_id_type,color
39,23,pa_size_swatches_id_photo,
40,23,pa_size_swatches_id_color,#FFFFFF
41,32,order_pa_size,8
42,32,pa_size_swatches_id_type,color
43,32,pa_size_swatches_id_photo,
44,32,pa_size_swatches_id_color,#FFFFFF
45,33,order_pa_size,7
46,33,pa_size_swatches_id_type,color
47,33,pa_size_swatches_id_photo,
48,33,pa_size_swatches_id_color,#FFFFFF
49,34,order_pa_size,13
50,34,pa_size_swatches_id_type,color
51,34,pa_size_swatches_id_photo,
52,34,pa_size_swatches_id_color,#FFFFFF
53,35,order_pa_size,14
54,35,pa_size_swatches_id_type,color
55,35,pa_size_swatches_id_photo,
56,35,pa_size_swatches_id_color,#FFFFFF
57,36,order_pa_size,15
58,36,pa_size_swatches_id_type,color
59,36,pa_size_swatches_id_photo,
60,36,pa_size_swatches_id_color,#FFFFFF
61,37,order_pa_pack,1
62,37,pa_pack_swatches_id_type,color
63,37,pa_pack_swatches_id_photo,
